,Sport,Date,Competition,Description
1011,Cricket,22-Dec 14:30,International League T20,Abu Dhabi Knight Riders v Sharjah Warriorz
1012,Cricket,22-Dec 17:00,Falcons Champions Trophy T20,MEC Study Group v Stack CC B
1013,Cricket,23-Dec 02:30,Cambodia Tour of Indonesia T20s,Indonesia v Cambodia
1014,Cricket,23-Dec 04:00,International Twenty20,Bhutan v Myanmar
1015,Cricket,23-Dec 04:15,Indo-Nepal T20 Championship,Chitwan Cricket Club v Tribhuwan Army Club
1016,Cricket,23-Dec 07:00,Cambodia Tour of Indonesia T20s,Cambodia v Indonesia
1017,Cricket,23-Dec 07:30,Indo-Nepal T20 Championship,Armed Police Force Club v Nepal Police Club
1018,Cricket,23-Dec 08:15,Australia Twenty20 Big Bash,Adelaide Strikers v Melbourne Stars
1019,Cricket,23-Dec 13:30,Women's T20 International,India Women v Sri Lanka Women
1020,Cricket,23-Dec 14:30,International League T20,MI Emirates v Gulf Giants
1021,Cricket,23-Dec 17:00,Falcons Champions Trophy T20,Osmani CC v Al Mulla Exchange - B
1022,Cricket,24-Dec 14:30,International League T20,Dubai Capitals v Sharjah Warriorz
1023,Cricket,24-Dec 17:00,Falcons Champions Trophy T20,Artech CC v Stack CC
1024,Cricket,25-Dec 16:30,Falcons Champions Trophy T20,Team TGS v Afghan Tigers
1025,Cricket,25-Dec 19:45,Falcons Champions Trophy T20,Fakhr E Kashmir v Arabian Eagles
1026,Cricket,26-Dec 01:10,New Zealand T20 Super Smash,Northern Brave v Auckland Aces
1027,Cricket,26-Dec 03:30,Falcons Champions Trophy T20,Keraniganj Challengers v Pitch Panthers
1028,Cricket,26-Dec 05:20,Women's Super Smash,Northern Brave (W) v Auckland Hearts Women
1029,Cricket,26-Dec 06:30,Falcons Champions Trophy T20,Trinity CC v Challenging Stars
1030,Cricket,26-Dec 07:05,Australia Twenty20 Big Bash,Sydney Sixers v Melbourne Stars
1031,Cricket,26-Dec 10:15,Australia Twenty20 Big Bash,Perth Scorchers v Hobart Hurricanes
1032,Cricket,26-Dec 11:00,Falcons Champions Trophy T20,Lexus v Afghan Tigers
1033,Cricket,26-Dec 13:30,Women's T20 International,India Women v Sri Lanka Women
1034,Cricket,26-Dec 14:30,International League T20,Sharjah Warriors v Desert Vipers
1035,Cricket,26-Dec 14:30,International League T20,Sharjah Warriors v Desert Vipers
1036,Cricket,26-Dec 15:30,SA20,MI Cape Town v Durban Super Giants
1037,Cricket,26-Dec 18:00,Falcons Champions Trophy T20,Al Hajery CC v Arabian Eagles
1038,Cricket,26-Dec 23:40,Women's Super Smash,Central Hinds Women v Wellington Blaze Women
1039,Cricket,27-Dec 03:25,New Zealand T20 Super Smash,Central Stags v Wellington Firebirds
1040,Cricket,27-Dec 08:15,Australia Twenty20 Big Bash,Brisbane Heat v Adelaide Strikers
1041,Cricket,27-Dec 09:30,ICCA Arabian Cricket League Phase 1,Galaxy CC v ADCL
1042,Cricket,27-Dec 11:00,SA20,Pretoria Capitals v Joburg Super Kings
1043,Cricket,27-Dec 13:00,ICCA Arabian Cricket League Phase 1,DCC Starlets v Z Sports
1044,Cricket,27-Dec 14:30,International League T20,MI Emirates v Dubai Capitals
1045,Cricket,27-Dec 15:30,SA20,Paarl Royals v Sunrisers Eastern Cape
1046,Cricket,27-Dec 17:00,Falcons Champions Trophy T20,Team TGS v Farwaniya Blasters
1047,Cricket,27-Dec 17:00,ICCA Arabian Cricket League Phase 1,GHK Properties v Dubai Gymkhana
1048,Cricket,27-Dec 23:40,Women's Super Smash,Otago Sparks Women v Canterbury Magicians Women
1049,Cricket,28-Dec 03:25,New Zealand T20 Super Smash,Otago Volts v Canterbury Kings
1050,Cricket,28-Dec 08:15,Australia Twenty20 Big Bash,Melbourne Stars v Sydney Thunder
1051,Cricket,28-Dec 09:30,ICCA Arabian Cricket League Phase 1,ADCL v Pharma Soultions
1052,Cricket,28-Dec 13:00,ICCA Arabian Cricket League Phase 1,DCC Starlets v Avengers (UAE)
1053,Cricket,28-Dec 13:30,SA20,Durban Super Giants v MI Cape Town
1054,Cricket,28-Dec 13:30,Women's T20 International,India Women v Sri Lanka Women
1055,Cricket,28-Dec 14:30,International League T20,Gulf Giants v Abu Dhabi Knight Riders
1056,Cricket,28-Dec 17:00,ICCA Arabian Cricket League Phase 1,CSS Group v Dubai Wanderers
1057,Cricket,28-Dec 17:00,Falcons Champions Trophy T20,Freedom Fighters Cochin v Lexus
1058,Cricket,28-Dec 23:40,Women's Super Smash,Wellington Blaze Women v Auckland Hearts Women
1059,Cricket,29-Dec 03:25,New Zealand T20 Super Smash,Wellington Firebirds v Auckland Aces
1060,Cricket,29-Dec 08:15,Australia Twenty20 Big Bash,Hobart Hurricanes v Melbourne Renegades
1061,Darts,21-Dec 12:30,PDC World Darts Championship,Ryan Joyce v Krzysztof Ratajski
1062,Darts,21-Dec 13:30,PDC World Darts Championship,Joe Cullen v Mensur Suljovic
1063,Darts,21-Dec 14:30,PDC World Darts Championship,Luke Woodhouse v Max Hopp
1064,Darts,21-Dec 15:30,PDC World Darts Championship,Rob Cross v Ian White
1065,Darts,21-Dec 19:00,PDC World Darts Championship,Martin Schindler v Keane Barry
1066,Darts,21-Dec 20:00,PDC World Darts Championship,Gerwyn Price v Wesley Plaisier
1067,Darts,21-Dec 21:00,PDC World Darts Championship,Luke Littler v David Davies
1068,Darts,21-Dec 22:00,PDC World Darts Championship,Damon Heta v Stefan Bellmont
1069,Darts,22-Dec 12:30,PDC World Darts Championship,Darren Beveridge v Madars Razma
1070,Darts,22-Dec 13:30,PDC World Darts Championship,Wessel Nijman v Gabriel Clemens
1071,Darts,22-Dec 14:30,PDC World Darts Championship,David Munyua v Kevin Doets
1072,Darts,22-Dec 15:30,PDC World Darts Championship,James Wade v Ricky Evans
1073,Darts,22-Dec 19:00,PDC World Darts Championship,Gian van Veen v Alan Soutar
1074,Darts,22-Dec 20:00,PDC World Darts Championship,Nathan Aspinall v Leonard Gates
1075,Darts,22-Dec 21:00,PDC World Darts Championship,Luke Humphries v Paul Lim
1076,Darts,22-Dec 22:00,PDC World Darts Championship,Charlie Manby v Adam Sevada
1077,Darts,23-Dec 12:30,PDC World Darts Championship,Jonny Tata v Ryan Meikle
1078,Darts,23-Dec 13:30,PDC World Darts Championship,Daryl Gurney v Callan Rydz
1079,Darts,23-Dec 14:30,PDC World Darts Championship,Jermaine Wattimena v Scott Williams
1080,Darts,23-Dec 15:30,PDC World Darts Championship,Peter Wright v Arno Merk
1081,Darts,23-Dec 19:00,PDC World Darts Championship,Danny Noppert v Justin Hood
1082,Darts,23-Dec 20:00,PDC World Darts Championship,Gary Anderson v Connor Scutt
1083,Darts,23-Dec 21:00,PDC World Darts Championship,Michael van Gerwen v William O'Connor
1084,Darts,23-Dec 22:00,PDC World Darts Championship,Josh Rock v Joe Comito
1085,Darts,27-Dec 12:30,PDC World Darts Championship,Jonny Clayton v Niels Zonneveld
1086,Darts,27-Dec 12:30,PDC World Darts Championship,Andreas Harrysson v Ricardo Pietreczko
1087,Darts,27-Dec 12:30,PDC World Darts Championship,Stephen Bunting v James Hurrell
1088,Football,21-Dec 10:30,Spain Tercera Division,RCD Carabanchel v CD Leganes II
1089,Football,21-Dec 10:30,Turkey 1. Lig,Hatayspor v Serik Belediyespor
1090,Football,21-Dec 10:30,Taiwan Football Premier League,AC Taipei v Ming Chuan University
1091,Football,21-Dec 10:30,Italy Eccellenza,Quarto 2012 v Pomigliano
1092,Football,21-Dec 10:30,Spain Tercera Division,SD Huesca B v CF Calamocha
1093,Football,21-Dec 10:30,Spain Tercera Division,Santomera CF v Real Murcia II
1094,Football,21-Dec 10:30,Taiwan Football Premier League,Taipower Company v Taichung Futuro
1095,Football,21-Dec 10:30,Spain Tercera Division,Athletic Club Torrellano v Crevillente Deportivo
1096,Football,21-Dec 10:45,Spain Tercera Division,Union Molinense v SFC Minerva
1097,Football,21-Dec 10:45,Spain Tercera Division,CD Mostoles v CF Pozuelo de Alarcon
1098,Football,21-Dec 11:00,Spain Segunda B3,Atletico Baleares v Barcelona B
1099,Football,21-Dec 11:00,Spain Division de Honor U19 - Group 4,Cordoba CF U19 v Granada CF U19
1100,Football,21-Dec 11:00,Spain Tercera Division,CD Calahorra v CA Vianes
1101,Football,21-Dec 11:00,Spain Tercera RFEF Women,CD Masriver Women v AD Colmenar Viejo (women)
1102,Football,21-Dec 11:00,Spain Tercera Division,Cuarte Industrial v CD Carinena
1103,Football,21-Dec 11:00,Thailand FA Cup,Sisaket FC v Rayong FC
1104,Football,21-Dec 11:00,Spain Tercera RFEF Women,Arratia CD Women v Tolosa CF Women
1105,Football,21-Dec 11:00,Spain Tercera Division,UD Casetas v Utrillas
1106,Football,21-Dec 11:00,Turkey Super Lig Women,Trabzonspor Women v Galatasaray Women
1107,Football,21-Dec 11:00,Turkey Super Lig Women,Fenerbahce Women v Giresun Sanayispor Women
1108,Football,21-Dec 11:00,Turkey Super Lig Women,Besiktas Women v Unye Kadin Women
1109,Football,21-Dec 11:00,Turkey Super Lig Women,Hakkarigucu Spor Women v Cekmekoy Bilgidoga
1110,Football,21-Dec 11:00,Spain Tercera Division,CF Montanesa v L'Hospitalet
1111,Football,21-Dec 11:00,Kenya Premier League,APS Bomet v Tusker
1112,Football,21-Dec 11:00,Spain Tercera Division,CD Agoncillo v CD San Marcial
1113,Football,21-Dec 11:00,Spain Tercera Division,Gran Pena v UD Barbadas-Bentraces
1114,Football,21-Dec 11:00,Spain Tercera Division,CD Pedroneras v CD Cazalegas
1115,Football,21-Dec 11:00,Spain Tercera Division,CD Colunga v SD Lenense
1116,Football,21-Dec 11:00,Spain Tercera Division,CD Lugo B v Alondras CF
1117,Football,21-Dec 11:00,Spain Tercera Division,CDF Tres Cantos v CD Trival Valderas Alcorcon
1118,Football,21-Dec 11:00,Spain Tercera Division,Atletico Tordesillas v CD Mojados
1119,Football,21-Dec 11:00,Spain Primera RFEF Group 1,Arenas Club de Getxo v Talavera CF
1120,Football,21-Dec 11:00,Spain Division de Honor U19 - Group 3,Barcelona U19 v CE Constancia de Inca U19
1121,Football,21-Dec 11:00,Spain Segunda B1,Real Oviedo II v Gimnastica Segoviana
1122,Football,21-Dec 11:00,Spain Division de Honor U19 - Group 4,Cordoba CF U19 v Granada CF U19
1123,Football,21-Dec 11:00,Spain Segunda B1,Deportivo La Coruna II v Real Avila CF
1124,Football,21-Dec 11:00,Spain Division de Honor U19 - Group 5,Real Valladolid U19 v CD Leganes U19
1125,Football,21-Dec 11:00,Spain Segunda B4,Aguilas v Real Jaen
1126,Football,21-Dec 11:00,Spain Primera RFEF Group 2,Alcorcon v UD Ibiza
1127,Football,21-Dec 11:00,Spain Segunda B3,Atletico Baleares v Barcelona B
1128,Football,21-Dec 11:00,Spain Segunda B4,UCAM Murcia v La Union CF
1129,Football,21-Dec 11:00,Spain Segunda B2,Zaragoza B v SD Beasain
1130,Football,21-Dec 11:00,Portugal U19 League South,Sporting Clube de Portugal U19 v Santa Clara U19 (Azores)
1131,Football,21-Dec 11:00,Spain Segunda B3,Espanyol II v UE Porreres
1132,Football,21-Dec 11:00,Campeonato de Portugal,Marialvas v JD Lajense
1133,Football,21-Dec 11:00,Campeonato de Portugal,CD Celoricense v AD Camacha
1134,Football,21-Dec 11:00,Turkey Division 2 Kirmizi,Fethiyespor v Mardin BB Spor
1135,Football,21-Dec 11:00,Portugal U19 League South,FC Alverca U19 v SL Benfica Lisbon U19
1136,Football,21-Dec 11:00,Spain Segunda B3,Ibiza Islas Pitiusas v CE Atletic Lleida
1137,Football,21-Dec 11:00,Portugal Campeonato Nacional Feminino,Sporting Braga Women v Racing Power Women
1138,Football,21-Dec 11:00,Spain Tercera Division,Real Titanico v UD Llanera
1139,Football,21-Dec 11:00,Azerbaijan Premier League,FK Qabala v FK Qarabag
1140,Football,21-Dec 11:00,Albania Division 1,Korabi Peshkopi v Burreli
1141,Football,21-Dec 11:00,Turkey Super Lig Women,Besiktas Women v Unye Kadin Women
1142,Football,21-Dec 11:00,Spain Tercera Division,CDF Tres Cantos v CD Trival Valderas Alcorcon
1143,Football,21-Dec 11:00,Turkey Super Lig Women,Trabzonspor Women v Galatasaray Women
1144,Football,21-Dec 11:00,Spain Tercera Division,UC Ceares v UD Gijon Industrial
1145,Football,21-Dec 11:00,Portugal Division 2,Felgueiras v Porto B
1146,Football,21-Dec 11:00,Spain Tercera Division,Gran Pena v UD Barbadas-Bentraces
1147,Football,21-Dec 11:00,Spain Segunda B4,UD Melilla v RC Recreativo de Huelva
1148,Football,21-Dec 11:00,Spain Tercera Division,CD Colunga v SD Lenense
1149,Football,21-Dec 11:00,Spain Segunda B2,Naxara v Real Union Club de Irun
1150,Football,21-Dec 11:00,Autonomicas - Cataluna,CE Jupiter v Atletic Sant Just
1151,Football,21-Dec 11:00,Valenciana Play Offs,Sporting Club Requena v CD Acero
1152,Football,21-Dec 11:00,Turkey Super Lig Women,Amed Sportif Women v Fatih Vatan Spor Women
1153,Football,21-Dec 11:00,Spain Tercera RFEF Women,Victoria FC Women v Tomino FC Women
1154,Football,21-Dec 11:00,Spain Division de Honor U19 - Group 2,CD Betono U19 v Real Sociedad U19
1155,Football,21-Dec 11:00,Spain Primera RFEF Group 2,Alcorcon v UD Ibiza
1156,Football,21-Dec 11:00,Spain Division de Honor U19 - Group 1,RC Celta de Vigo U19 v Arosa SC U19
1157,Football,21-Dec 11:00,Albania Division 1,Korabi Peshkopi v Burreli
1158,Football,21-Dec 11:00,Azerbaijan Premier League,FK Qabala v FK Qarabag
1159,Football,21-Dec 11:00,Portugal Division 2,Felgueiras v Porto B
1160,Football,21-Dec 11:00,Spain Segunda B3,Espanyol II v UE Porreres
1161,Football,21-Dec 11:00,Portugal U19 League South,FC Alverca U19 v SL Benfica Lisbon U19
1162,Football,21-Dec 11:00,Spain Segunda B2,Naxara v Real Union Club de Irun
1163,Football,21-Dec 11:00,Spain Segunda B4,UD Melilla v RC Recreativo de Huelva
1164,Football,21-Dec 11:00,Spain Segunda B1,Deportivo La Coruna II v Real Avila CF
1165,Football,21-Dec 11:00,Spain Primera RFEF Group 1,Arenteiro v Osasuna B
1166,Football,21-Dec 11:00,Turkey Division 2 Kirmizi,Aksarayspor v Yeni Malatyaspor
1167,Football,21-Dec 11:00,Spain Segunda B2,Zaragoza B v SD Beasain
1168,Football,21-Dec 11:00,Spain Segunda B4,Aguilas v Real Jaen
1169,Football,21-Dec 11:00,Spain Segunda B1,Real Oviedo II v Gimnastica Segoviana
1170,Football,21-Dec 11:00,Spain Primera RFEF Group 1,Arenas Club de Getxo v Talavera CF
1171,Football,21-Dec 11:15,Netherlands Eerste Divisie,Den Bosch v Vitesse Arnhem
1172,Football,21-Dec 11:15,Netherlands Eredivisie,FC Utrecht v PSV Eindhoven
1173,Football,21-Dec 11:15,Dutch Women's Eredivisie,HERA United Women v FC Twente Enschede Women
1174,Football,21-Dec 11:15,Spain Segunda B5,Rayo Vallecano B v CF Rayo Majadahonda
1175,Football,21-Dec 11:30,Spain Tercera RFEF Women,CF Villanovense Women v Sport Extremadura II Women
1176,Football,21-Dec 11:30,Spain Tercera Division,SD Tenisca v UD Las Palmas III
1177,Football,21-Dec 11:30,Italy Serie A,Cagliari v Pisa Sporting Club
1178,Football,21-Dec 11:30,Turkey Super Lig,Alanyaspor v Karagumruk
1179,Football,21-Dec 11:30,Spain Tercera Division,Silva SD v Racing Club Villalbes
1180,Football,21-Dec 11:30,Spain Tercera Division,Mollerusa v UE Tona
1181,Football,21-Dec 11:30,Spain Tercera Division,Mollerusa v UE Tona
1182,Football,21-Dec 11:30,Spain Tercera Division,San Clemente v CF La Solana
1183,Football,21-Dec 11:30,Spain Tercera Division,Churriana de la Vega CF v CD Alhaurino
1184,Football,21-Dec 11:30,Italy Lega Pro Prima Divisione Girone B,AC Bra v Juventus U23
1185,Football,21-Dec 11:30,Spain Segunda B4,Xerez Deportivo v Lorca Deportiva CF
1186,Football,21-Dec 11:30,Italy Lega Pro Prima Divisione Girone B,Ascoli v Nuovo Campobasso Calcio
1187,Football,21-Dec 11:45,Spain Division de Honor U19 - Group 4,Sevilla FC U19 v CD Vazquez Cultural U19
1188,Football,21-Dec 12:00,Turkey Division 3/1,Edirnespor v Beykoz Ishaklispor
1189,Football,21-Dec 12:00,Spain Tercera Division,CD Atletico Paso v CF Panaderia Pulido
1190,Football,21-Dec 12:00,Turkey Division 3/1,Kestel Cilekspor v Nilufer Belediye FK
1191,Football,21-Dec 12:00,Thailand FA Cup,Port FC v Bangkok United
1192,Football,21-Dec 12:00,Turkey Division 3/4,Kutahyaspor v Efeler 09 Spor
1193,Football,21-Dec 12:00,Kosovo Superleague,Gjilani v Prishtina e Re
1194,Football,21-Dec 12:00,Turkey Division 3/1,Kucukcekmece v Corluspor 1947
1195,Football,21-Dec 12:00,Turkey Division 3/4,Izmir Coruhlu v Ayvalikgucu
1196,Football,21-Dec 12:00,Kenya Super League,Luanda Villa SC v Kisumu Allstars
1197,Football,21-Dec 12:00,Turkey Division 3/1,Silivrispor v 1926 Polatli Belediyespor
1198,Football,21-Dec 12:00,Kenya Premier League,Bandari FC (Kenya) v Mathare United
1199,Football,21-Dec 12:00,Greece First Division Women,PAOK Thessaloniki FC Women v AO Agia Paraskevi Women
1200,Football,21-Dec 12:00,Spain Tercera Division,UD San Fernando v San Bartolome
1201,Football,21-Dec 12:00,Kosovo Superleague,KF Malisheva v KF Drita
1202,Football,21-Dec 12:00,Campeonato de Portugal,Lusitania v Peniche
1203,Football,21-Dec 12:00,Kosovo Superleague,KF Dukagjini v FC Ballkani
1204,Football,21-Dec 12:00,Spain Tercera Division,Lanzarote v UD Tamaraceite
1205,Football,21-Dec 12:00,Spain Tercera Division,Numancia II v CD Leonesa II
1206,Football,21-Dec 12:00,Spain Tercera Division,Martos CD v UD Melilla B
1207,Football,21-Dec 12:00,Greece Super League 2,Marko v Chania
1208,Football,21-Dec 12:00,Turkey Division 2 Kirmizi,Isparta 32 Spor v Arnavutkoy Genclik Spor
1209,Football,21-Dec 12:00,Scotland Women's Premier League,Hamilton Women v Montrose Ladies FC Women
1210,Football,21-Dec 12:00,Serbia Super Liga,OFK Belgrade v Backa Topola
1211,Football,21-Dec 12:00,Turkey Division 2 Beyaz,Ankaragucu v Erbaaspor
1212,Football,21-Dec 12:00,Turkey Division 2 Beyaz,Ankaragucu v Erbaaspor
1213,Football,21-Dec 12:00,Turkey Division 2 Beyaz,Karacabey Belediyespor v Beykoz Anadolu
1214,Football,21-Dec 12:00,Turkey Division 2 Beyaz,Altinordu v Kepez Belediyespor
1215,Football,21-Dec 12:00,Romania Liga I,Hermannstadt v ACS Petrolul 52 Ploiesti
1216,Football,21-Dec 12:00,Spain Segunda B5,Las Palmas B v UD Socuellamos CF
1217,Football,21-Dec 12:00,Turkey Division 3/4,Anadolu Universitesi v Denizli Idman Yurdu
1218,Football,21-Dec 12:00,Spain Division de Honor U19 - Group 4,Arenas de Armilla CyD U19 v CD San Felix U19
1219,Football,21-Dec 12:00,England National League,Solihull v Sutton United
1220,Football,21-Dec 12:00,Turkey Division 2 Kirmizi,Güzide Gebzespor v Ankara Demirspor
1221,Football,21-Dec 12:00,England National League,Brackley Town v Morecambe
1222,Football,21-Dec 12:00,Indonesia Liga 1,Persib Bandung v Bhayangkara Surabaya United
1223,Football,21-Dec 12:00,Campionato Primavera 1,Fiorentina U20 v Cagliari Calcio U20
1224,Football,21-Dec 12:15,Andorra Primera Divisio,Inter Club de Escaldes v Esperanca (And)
1225,Football,21-Dec 12:15,Lebanon Premier League,Al Ansar Beirut v Al Mabarrah
1226,Football,21-Dec 12:25,Saudi Arabia Division 1,Al-Orubah (KSA) v Al-Raed (KSA)
1227,Football,21-Dec 12:30,Germany Bundesliga 2,Eintracht Braunschweig v Schalke 04
1228,Football,21-Dec 12:30,Coppa Italia Femminile,Lumezzane Women v Roma Women
1229,Football,21-Dec 12:30,Germany Bundesliga 3,TSV Havelse v Alemannia Aachen
1230,Football,21-Dec 12:30,Wales Premier League,Connahs Quay v Briton Ferry Llansawel
1231,Football,21-Dec 12:30,Belgium Pro League,Club Brugge v Gent
1232,Football,21-Dec 12:30,Germany Bundesliga 2,Preussen Munster v Elversberg
1233,Football,21-Dec 12:30,Albania Division 1,FK Kukesi v Skenderbeu
1234,Football,21-Dec 12:30,Albania Division 1,Besa Kavaje v Iliria Kruja
1235,Football,21-Dec 12:30,Egypt Second Division,El Sekka El Hadid SC v WE Telecom
1236,Football,21-Dec 12:30,Germany Bundesliga 2,Nurnberg v Hannover 96
1237,Football,21-Dec 12:40,Saudi Arabia Division 1,Al-Ula v Al-Jandal
1238,Football,21-Dec 12:50,United Arab Emirates Premier,Al Bataeh v Al-Nasr (UAE)
1239,Football,21-Dec 13:00,Spain Primera Division,Girona v Atletico Madrid
1240,Football,21-Dec 13:00,Germany Women's Division 1,SC Freiburg Women v Werder Bremen Women
1241,Football,21-Dec 13:00,Malta Challenge League,Mgarr United v Sirens
1242,Football,21-Dec 13:00,Scotland Women's Premier League,Aberdeen Women v Rangers Women
1243,Football,21-Dec 13:00,Rwanda Premier League,Marines v Al Hilal (Sudan)
1244,Football,21-Dec 13:00,Kenya Premier League,Nairobi United FC v Gor Mahia FC
1245,Football,21-Dec 13:00,Switzerland Super League,Lausanne v Luzern
1246,Football,21-Dec 13:00,France National 3,Seyssinet v Gallia Club Lucciana FC
1247,Football,21-Dec 13:00,Challenge League Switzerland,Yverdon v Rapperswil Jona
1248,Football,21-Dec 13:00,Israel U19 Elite Division,Hapoel Petach Tikva U19 v Hapoel Raanana U19
1249,Football,21-Dec 13:00,Scotland Women's Premier League,Aberdeen Women v Rangers Women
1250,Football,21-Dec 13:00,England Women WSL Cup,Manchester United W.F.C v Tottenham Hotspur F.C. Women
1251,Football,21-Dec 13:00,Turkey 1. Lig,Corum Belediyespor v Sakaryaspor
1252,Football,21-Dec 13:00,Scotland Women's Premier League,Hibernian LFC Women v Celtic Women
1253,Football,21-Dec 13:00,Germany Women's Division 1,SC Freiburg Women v Werder Bremen Women
1254,Football,21-Dec 13:00,Ethiopia Premier League,Sidama Bunna v Saint George FC
1255,Football,21-Dec 13:00,England Women WSL Cup,Crystal Palace Women v Arsenal W.F.C
1256,Football,21-Dec 13:00,Scotland Women's Premier League,Partick Thistle LFC Women v Motherwell Women
1257,Football,21-Dec 13:00,Algeria Ligue 2,AsM Oran v WA Mostaganem
1258,Football,21-Dec 13:00,England Women WSL Cup,Liverpool F.C Women v Chelsea F.C Women
1259,Football,21-Dec 13:00,Malta Challenge League,Swieqi Utd v Pieta Hotspurs
1260,Football,21-Dec 13:00,Turkey 1. Lig,Umraniyespor v Adana Demirspor
1261,Football,21-Dec 13:00,Greece Super League 2,Ellas Syrou v Ilioupolis
1262,Football,21-Dec 13:00,England Women's Championship,Sheffield United W.F.C. v Southampton Women
1263,Football,21-Dec 13:00,Greece Super League 2,Kavala v Niki Volou
1264,Football,21-Dec 13:00,Spain Segunda Division,Malaga v Almeria
1265,Football,21-Dec 13:00,Greece Super League 2,Panargiakos Argos FC v Olympiacos Piraeus B
1266,Football,21-Dec 13:00,England Women WSL Cup,West Ham United F.C Women v Manchester City W.F.C
1267,Football,21-Dec 13:00,Greece Super League 2,Panionios v Aigaleo FC Athens
1268,Football,21-Dec 13:00,Greece Super League 2,PAOK B v Iraklis
1269,Football,21-Dec 13:30,Scotland Premiership,Hearts v Rangers
1270,Football,21-Dec 13:30,Feminine Division 2,EA Guingamp Women v OSC Lille Women
